"slug","symbol","name","date","ranknow","open","high","low","close","volume","market","close_ratio","spread"
"bitcoin","BTC","Bitcoin",2017-09-05,1,4228.29,4427.84,3998.11,4376.53,2697969920,69954437120,0.8806,429.73
"bitcoin","BTC","Bitcoin",2017-09-06,1,4376.59,4617.25,4376.59,4597.12,2172100096,72418721792,0.9164,240.66
"bitcoin","BTC","Bitcoin",2017-09-07,1,4589.14,4655.04,4491.33,4599.88,1844620032,75944968192,0.6631,163.71
"bitcoin","BTC","Bitcoin",2017-09-08,1,4605.16,4661,4075.18,4228.75,2700890112,76220227584,0.2621,585.82
"bitcoin","BTC","Bitcoin",2017-09-09,1,4229.81,4308.82,4114.11,4226.06,1386230016,70017155072,0.575,194.71
"bitcoin","BTC","Bitcoin",2017-09-10,1,4229.34,4245.44,3951.04,4122.94,1679090048,70018088960,0.5839,294.4
"bitcoin","BTC","Bitcoin",2017-09-11,1,4122.47,4261.67,4099.4,4161.27,1557330048,68256038912,0.3813,162.27
"bitcoin","BTC","Bitcoin",2017-09-12,1,4168.88,4344.65,4085.22,4130.81,1864530048,69033369600,0.1757,259.43
"bitcoin","BTC","Bitcoin",2017-09-13,1,4131.98,4131.98,3789.92,3882.59,2219409920,68432248832,0.2709,342.06
"bitcoin","BTC","Bitcoin",2017-09-14,1,3875.37,3920.6,3153.86,3154.95,2716310016,64191565824,0.0014,766.74
"bitcoin","BTC","Bitcoin",2017-09-15,1,3166.3,3733.45,2946.62,3637.52,4148069888,52453515264,0.8781,786.83
"bitcoin","BTC","Bitcoin",2017-09-16,1,3637.75,3808.84,3487.79,3625.04,1818400000,60271636480,0.4275,321.05
"bitcoin","BTC","Bitcoin",2017-09-17,1,3606.28,3664.81,3445.64,3582.88,1239149952,59757817856,0.6262,219.17
"bitcoin","BTC","Bitcoin",2017-09-18,1,3591.09,4079.23,3591.09,4065.2,1943209984,59514085376,0.9713,488.14
"bitcoin","BTC","Bitcoin",2017-09-19,1,4073.79,4094.07,3868.87,3924.97,1563980032,67520266240,0.2491,225.2
"bitcoin","BTC","Bitcoin",2017-09-20,1,3916.36,4031.39,3857.73,3905.95,1213830016,64918507520,0.2777,173.66
"bitcoin","BTC","Bitcoin",2017-09-21,1,3901.47,3916.42,3613.63,3631.04,1411480064,64677552128,0.0575,302.79
"bitcoin","BTC","Bitcoin",2017-09-22,1,3628.02,3758.27,3553.53,3630.7,1194829952,60152250368,0.3769,204.74
"bitcoin","BTC","Bitcoin",2017-09-23,1,3629.92,3819.21,3594.58,3792.4,928113984,60190023680,0.8806,224.63
"bitcoin","BTC","Bitcoin",2017-09-24,1,3796.15,3796.15,3666.9,3682.84,768014976,62954283008,0.1233,129.25
"bitcoin","BTC","Bitcoin",2017-09-25,1,3681.58,3950.25,3681.58,3926.07,1374210048,61061095424,0.91,268.67
"bitcoin","BTC","Bitcoin",2017-09-26,1,3928.41,3969.89,3869.9,3892.35,1043740032,65161023488,0.2245,99.99
"bitcoin","BTC","Bitcoin",2017-09-27,1,3892.94,4210.05,3884.82,4200.67,1686880000,64579231744,0.9712,325.23
"bitcoin","BTC","Bitcoin",2017-09-28,1,4197.13,4279.31,4109.7,4174.73,1712320000,69633212416,0.3834,169.61
"bitcoin","BTC","Bitcoin",2017-09-29,1,4171.62,4214.63,4039.29,4163.07,1367049984,69219221504,0.7059,175.34
"bitcoin","BTC","Bitcoin",2017-09-30,1,4166.11,4358.43,4160.86,4338.71,1207449984,69136629760,0.9002,197.57
"bitcoin","BTC","Bitcoin",2017-10-01,1,4341.05,4403.74,4269.81,4403.74,1208210048,72047304704,1,133.93
"bitcoin","BTC","Bitcoin",2017-10-02,1,4395.81,4470.23,4377.46,4409.32,1431730048,72963194880,0.3434,92.77
"bitcoin","BTC","Bitcoin",2017-10-03,1,4408.46,4432.47,4258.89,4317.48,1288019968,73181331456,0.3375,173.58
"bitcoin","BTC","Bitcoin",2017-10-04,1,4319.37,4352.31,4210.42,4229.36,1116770048,71712522240,0.1335,141.89
"bitcoin","BTC","Bitcoin",2017-10-05,1,4229.88,4362.64,4164.05,4328.41,1161769984,70233686016,0.8276,198.59
"bitcoin","BTC","Bitcoin",2017-10-06,1,4324.46,4413.27,4320.53,4370.81,1069939968,71810605056,0.5422,92.74
"bitcoin","BTC","Bitcoin",2017-10-07,1,4369.35,4443.88,4321.05,4426.89,906928000,72565055488,0.8617,122.83
"bitcoin","BTC","Bitcoin",2017-10-08,1,4429.67,4624.14,4405.64,4610.48,1313869952,73575424000,0.9375,218.5
"bitcoin","BTC","Bitcoin",2017-10-09,1,4614.52,4878.71,4564.25,4772.02,1968739968,76656467968,0.6607,314.46
"bitcoin","BTC","Bitcoin",2017-10-10,1,4776.21,4922.17,4765.1,4781.99,1597139968,79351848960,0.1075,157.07
"bitcoin","BTC","Bitcoin",2017-10-11,1,4789.25,4873.73,4751.63,4826.48,1222279936,79578218496,0.613,122.1
"bitcoin","BTC","Bitcoin",2017-10-12,1,4829.58,5446.91,4822,5446.91,2791610112,80256729088,1,624.91
"bitcoin","BTC","Bitcoin",2017-10-13,1,5464.16,5840.3,5436.85,5647.21,3615480064,90812375040,0.5214,403.45
"bitcoin","BTC","Bitcoin",2017-10-14,1,5643.53,5837.7,5591.64,5831.79,1669030016,93803028480,0.976,246.06
"bitcoin","BTC","Bitcoin",2017-10-15,1,5835.96,5852.48,5478.61,5678.19,1976039936,97011859456,0.5338,373.87
"bitcoin","BTC","Bitcoin",2017-10-16,1,5687.57,5776.23,5544.21,5725.59,2008070016,94558953472,0.7817,232.02
"bitcoin","BTC","Bitcoin",2017-10-17,1,5741.58,5800.35,5472.72,5605.51,1821570048,95469297664,0.4053,327.63
"bitcoin","BTC","Bitcoin",2017-10-18,1,5603.82,5603.82,5151.44,5590.69,2399269888,93190160384,0.971,452.38
"bitcoin","BTC","Bitcoin",2017-10-19,1,5583.74,5744.35,5531.06,5708.52,1780540032,92866969600,0.832,213.29
"bitcoin","BTC","Bitcoin",2017-10-20,1,5708.11,6060.11,5627.23,6011.45,2354429952,94947926016,0.8876,432.88
"bitcoin","BTC","Bitcoin",2017-10-21,1,5996.79,6194.88,5965.07,6031.6,2207099904,99763249152,0.2895,229.81
"bitcoin","BTC","Bitcoin",2017-10-22,1,6036.66,6076.26,5792.34,6008.42,2034630016,100437917696,0.7611,283.92
"bitcoin","BTC","Bitcoin",2017-10-23,1,6006,6075.59,5732.47,5930.32,2401840128,99941629952,0.5766,343.12
"bitcoin","BTC","Bitcoin",2017-10-24,1,5935.52,5935.52,5504.18,5526.64,2735699968,98781609984,0.0521,431.34
"bitcoin","BTC","Bitcoin",2017-10-25,1,5524.6,5754.33,5397.88,5750.8,1966989952,91954200576,0.9901,356.45
"bitcoin","BTC","Bitcoin",2017-10-26,1,5747.95,5976.8,5721.22,5904.83,1905040000,95685124096,0.7184,255.58
"bitcoin","BTC","Bitcoin",2017-10-27,1,5899.74,5988.39,5728.82,5780.9,1710130048,98225446912,0.2006,259.57
"bitcoin","BTC","Bitcoin",2017-10-28,1,5787.82,5876.72,5689.19,5753.09,1403920000,96369557504,0.3407,187.53
"bitcoin","BTC","Bitcoin",2017-10-29,1,5754.44,6255.71,5724.58,6153.85,2859040000,95819800576,0.8082,531.13
"bitcoin","BTC","Bitcoin",2017-10-30,1,6114.85,6214.99,6040.85,6130.53,1772150016,101833015296,0.515,174.14
"bitcoin","BTC","Bitcoin",2017-10-31,1,6132.02,6470.43,6103.33,6468.4,2311379968,102130237440,0.9945,367.1
"bitcoin","BTC","Bitcoin",2017-11-01,1,6440.97,6767.31,6377.88,6767.31,2870320128,107286847488,1,389.43
"bitcoin","BTC","Bitcoin",2017-11-02,1,6777.77,7367.33,6758.72,7078.5,4653770240,112909656064,0.5254,608.61
"bitcoin","BTC","Bitcoin",2017-11-03,1,7087.53,7461.29,7002.94,7207.76,3369860096,118083854336,0.4469,458.35
"bitcoin","BTC","Bitcoin",2017-11-04,1,7164.48,7492.86,7031.28,7379.95,2483800064,119376199680,0.7554,461.58
"bitcoin","BTC","Bitcoin",2017-11-05,1,7404.52,7617.48,7333.19,7407.41,2380410112,123388100608,0.2611,284.29
"bitcoin","BTC","Bitcoin",2017-11-06,1,7403.22,7445.77,7007.31,7022.76,3111899904,123379326976,0.0352,438.46
"bitcoin","BTC","Bitcoin",2017-11-07,1,7023.1,7253.32,7023.1,7144.38,2326340096,117056233472,0.5268,230.22
"bitcoin","BTC","Bitcoin",2017-11-08,1,7141.38,7776.42,7114.02,7459.69,4602200064,119041392640,0.5218,662.4
"bitcoin","BTC","Bitcoin",2017-11-09,1,7446.83,7446.83,7101.52,7143.58,3226249984,124146434048,0.1218,345.31
"bitcoin","BTC","Bitcoin",2017-11-10,1,7173.73,7312,6436.87,6618.14,5208249856,119607435264,0.2071,875.13
"bitcoin","BTC","Bitcoin",2017-11-11,1,6618.61,6873.15,6204.22,6357.6,4908680192,110361878528,0.2293,668.93
"bitcoin","BTC","Bitcoin",2017-11-12,1,6295.45,6625.05,5519.01,5950.07,8957349888,104979750912,0.3897,1106.04
"bitcoin","BTC","Bitcoin",2017-11-13,1,5938.25,6811.19,5844.29,6559.49,6263249920,99029016576,0.7397,966.9
"bitcoin","BTC","Bitcoin",2017-11-14,1,6561.48,6764.98,6461.75,6635.75,3197110016,109433905152,0.5738,303.23
"bitcoin","BTC","Bitcoin",2017-11-15,1,6634.76,7342.25,6634.76,7315.54,4200880128,110666571776,0.9622,707.49
"bitcoin","BTC","Bitcoin",2017-11-16,1,7323.24,7967.38,7176.58,7871.69,5123809792,122164264960,0.879,790.8
"bitcoin","BTC","Bitcoin",2017-11-17,1,7853.57,8004.59,7561.09,7708.99,4651670016,131026165760,0.3335,443.5
"bitcoin","BTC","Bitcoin",2017-11-18,1,7697.21,7884.99,7463.44,7790.15,3667190016,128424927232,0.775,421.55
"bitcoin","BTC","Bitcoin",2017-11-19,1,7766.03,8101.91,7694.1,8036.49,3149319936,129594712064,0.8396,407.81
"bitcoin","BTC","Bitcoin",2017-11-20,1,8039.07,8336.86,7949.36,8200.64,3488450048,134167306240,0.6485,387.5
"bitcoin","BTC","Bitcoin",2017-11-21,1,8205.74,8348.66,7762.71,8071.26,4277609984,136966864896,0.5266,585.95
"bitcoin","BTC","Bitcoin",2017-11-22,1,8077.95,8302.26,8075.47,8253.55,3633530112,134851436544,0.7852,226.79
"bitcoin","BTC","Bitcoin",2017-11-23,1,8232.38,8267.4,8038.77,8038.77,4225179904,137444474880,0,228.63
"bitcoin","BTC","Bitcoin",2017-11-24,1,8074.02,8374.16,7940.93,8253.69,5058610176,134816366592,0.7219,433.23
"bitcoin","BTC","Bitcoin",2017-11-25,1,8241.71,8790.92,8191.15,8790.92,4342060032,137631875072,1,599.77
"bitcoin","BTC","Bitcoin",2017-11-26,1,8789.04,9522.93,8775.59,9330.55,5475579904,146789220352,0.7426,747.34
"bitcoin","BTC","Bitcoin",2017-11-27,1,9352.72,9818.35,9352.72,9818.35,5653320192,156221046784,1,465.63
"bitcoin","BTC","Bitcoin",2017-11-28,1,9823.43,10125.7,9736.3,10058.8,6348819968,164104404992,0.8282,389.4
"bitcoin","BTC","Bitcoin",2017-11-29,1,10077.4,11517.4,9601.03,9888.61,11568799744,168366702592,0.1501,1916.37
"bitcoin","BTC","Bitcoin",2017-11-30,1,9906.79,10801,9202.05,10233.6,8310689792,165537480704,0.6451,1598.95
"bitcoin","BTC","Bitcoin",2017-12-01,1,10198.6,11046.7,9694.65,10975.6,6783119872,170435903488,0.9474,1352.05
"bitcoin","BTC","Bitcoin",2017-12-02,1,10978.3,11320.2,10905.1,11074.6,5138500096,183489593344,0.4083,415.1
"bitcoin","BTC","Bitcoin",2017-12-03,1,11082.7,11858.7,10862,11323.2,6608309760,185258246144,0.4627,996.7
"bitcoin","BTC","Bitcoin",2017-12-04,1,11315.4,11657.2,11081.8,11657.2,6132409856,189172383744,1,575.4
"bitcoin","BTC","Bitcoin",2017-12-05,1,11685.7,12032,11604.6,11916.7,6895260160,195389161472,0.7302,427.4
"bitcoin","BTC","Bitcoin",2017-12-06,1,11923.4,14369.1,11923.4,14291.5,12656300032,199390003200,0.9683,2445.7
"bitcoin","BTC","Bitcoin",2017-12-07,1,14266.1,17899.7,14057.3,17899.7,17950699520,238599536640,1,3842.4
"bitcoin","BTC","Bitcoin",2017-12-08,1,17802.9,18353.4,14336.9,16569.4,21135998976,297786572800,0.5558,4016.5
"bitcoin","BTC","Bitcoin",2017-12-09,1,16523.3,16783,13674.9,15178.2,13911300096,276415348736,0.4837,3108.1
"bitcoin","BTC","Bitcoin",2017-12-10,1,15168.4,15850.6,13226.6,15455.4,13433299968,253781737472,0.8494,2624
"bitcoin","BTC","Bitcoin",2017-12-11,1,15427.4,17513.9,15404.8,16936.8,12153900032,258146762752,0.7264,2109.1
"bitcoin","BTC","Bitcoin",2017-12-12,1,16919.8,17781.8,16571.6,17415.4,14603799552,283154612224,0.6972,1210.2
"bitcoin","BTC","Bitcoin",2017-12-13,1,17500,17653.1,16039.7,16408.2,12976900096,292900372480,0.2284,1613.4
"bitcoin","BTC","Bitcoin",2017-12-14,1,16384.6,17085.8,16185.9,16564,13777399808,274268504064,0.4202,899.9
"bitcoin","BTC","Bitcoin",2017-12-15,1,16601.3,18154.1,16601.3,17706.9,14309999616,277935587328,0.712,1552.8
"bitcoin","BTC","Bitcoin",2017-12-16,1,17760.3,19716.7,17515.3,19497.4,12740599808,297375760384,0.9004,2201.4
"bitcoin","BTC","Bitcoin",2017-12-17,1,19475.8,20089,18974.1,19140.8,13314599936,326141280256,0.1495,1114.9
"bitcoin","BTC","Bitcoin",2017-12-18,1,19106.4,19371,18355.9,19114.2,14839499776,320000294912,0.747,1015.1
"bitcoin","BTC","Bitcoin",2017-12-19,1,19118.3,19177.8,17275.4,17776.7,16894499840,320242253824,0.2635,1902.4
"bitcoin","BTC","Bitcoin",2017-12-20,1,17760.3,17934.7,16077.7,16624.6,22149699584,297526394880,0.2945,1857
"bitcoin","BTC","Bitcoin",2017-12-21,1,16642.4,17567.7,15342.7,15802.9,16516599808,278826811392,0.2068,2225
"bitcoin","BTC","Bitcoin",2017-12-22,1,15898,15943.4,11833,13831.8,22197999616,266381426688,0.4863,4110.4
"bitcoin","BTC","Bitcoin",2017-12-23,1,13948.7,15603.2,13828.8,14699.2,13086000128,233747824640,0.4905,1774.4
"bitcoin","BTC","Bitcoin",2017-12-24,1,14608.2,14626,12747.7,13925.8,11572299776,244823687168,0.6272,1878.3
"bitcoin","BTC","Bitcoin",2017-12-25,1,13995.9,14593,13448.9,14026.6,10664699904,234589569024,0.5049,1144.1
"bitcoin","BTC","Bitcoin",2017-12-26,1,14036.6,16461.2,14028.9,16099.8,13454300160,235294408704,0.8514,2432.3
"bitcoin","BTC","Bitcoin",2017-12-27,1,16163.5,16930.9,15114.3,15838.5,12487600128,270976270336,0.3987,1816.6
"bitcoin","BTC","Bitcoin",2017-12-28,1,15864.1,15888.4,13937.3,14606.5,12336499712,265988489216,0.343,1951.1
"bitcoin","BTC","Bitcoin",2017-12-29,1,14695.8,15279,14307,14656.2,13025500160,246427598848,0.3593,972
"bitcoin","BTC","Bitcoin",2017-12-30,1,14681.9,14681.9,12350.1,12952.2,14452599808,246223912960,0.2582,2331.8
"bitcoin","BTC","Bitcoin",2017-12-31,1,12897.7,14377.4,12755.6,14156.4,12136299520,216325586944,0.8637,1621.8
"bitcoin","BTC","Bitcoin",2018-01-01,1,14112.2,14112.2,13154.7,13657.2,10291200000,236724797440,0.5248,957.5
"bitcoin","BTC","Bitcoin",2018-01-02,1,13625,15444.6,13163.6,14982.1,16846600192,228578836480,0.7972,2281
"bitcoin","BTC","Bitcoin",2018-01-03,1,14978.2,15572.8,14844.5,15201,16871900160,251311702016,0.4895,728.3
"bitcoin","BTC","Bitcoin",2018-01-04,1,15270.7,15739.7,14522.2,15599.2,21783199744,256250429440,0.8846,1217.5
"bitcoin","BTC","Bitcoin",2018-01-05,1,15477.2,17705.2,15202.8,17429.5,23840899072,259747708928,0.8898,2502.4
"bitcoin","BTC","Bitcoin",2018-01-06,1,17462.1,17712.4,16764.6,17527,18314600448,293090852864,0.8044,947.8
"bitcoin","BTC","Bitcoin",2018-01-07,1,17527.3,17579.6,16087.7,16477.6,15866000384,294222364672,0.2613,1491.9
"bitcoin","BTC","Bitcoin",2018-01-08,1,16476.2,16537.9,14208.2,15170.1,18413899776,276611596288,0.4129,2329.7
"bitcoin","BTC","Bitcoin",2018-01-09,1,15123.7,15497.5,14424,14595.4,16659999744,253935419392,0.1597,1073.5
"bitcoin","BTC","Bitcoin",2018-01-10,1,14588.5,14973.3,13691.2,14973.3,18500800512,244980531200,1,1282.1
"bitcoin","BTC","Bitcoin",2018-01-11,1,14968.2,15018.8,13105.9,13405.8,16534099968,251387068416,0.1568,1912.9
"bitcoin","BTC","Bitcoin",2018-01-12,1,13453.9,14229.9,13158.1,13980.6,12065699840,225986084864,0.7674,1071.8
"bitcoin","BTC","Bitcoin",2018-01-13,1,13952.4,14659.5,13952.4,14360.2,12763599872,234391027712,0.5767,707.1
"bitcoin","BTC","Bitcoin",2018-01-14,1,14370.8,14511.8,13268,13772,11084099584,241446797312,0.4052,1243.8
"bitcoin","BTC","Bitcoin",2018-01-15,1,13767.3,14445.5,13641.7,13819.8,12750799872,231334150144,0.2216,803.8
"bitcoin","BTC","Bitcoin",2018-01-16,1,13836.1,13843.1,10194.9,11490.5,18853799936,232517451776,0.3551,3648.2
"bitcoin","BTC","Bitcoin",2018-01-17,1,11431.1,11678,9402.29,11188.6,18830600192,192123404288,0.7849,2275.71
"bitcoin","BTC","Bitcoin",2018-01-18,1,11198.8,12107.3,10942.5,11474.9,15020399616,188241526784,0.4571,1164.8
"bitcoin","BTC","Bitcoin",2018-01-19,1,11429.8,11992.8,11172.1,11607.4,10740400128,192149700608,0.5304,820.7
"bitcoin","BTC","Bitcoin",2018-01-20,1,11656.2,13103,11656.2,12899.2,11801700352,195978788864,0.8591,1446.8
"bitcoin","BTC","Bitcoin",2018-01-21,1,12889.2,12895.9,11288.2,11600.1,9935179776,216740282368,0.194,1607.7
"bitcoin","BTC","Bitcoin",2018-01-22,1,11633.1,11966.4,10240.2,10931.4,10537400320,195644588032,0.4004,1726.2
"bitcoin","BTC","Bitcoin",2018-01-23,1,10944.5,11377.6,10129.7,10868.4,9660609536,184087085056,0.592,1247.9
"bitcoin","BTC","Bitcoin",2018-01-24,1,10903.4,11501.4,10639.8,11359.4,9940989952,183418601472,0.8352,861.6
"bitcoin","BTC","Bitcoin",2018-01-25,1,11421.7,11785.7,11057.4,11259.4,8873169920,192162840576,0.2774,728.3
"bitcoin","BTC","Bitcoin",2018-01-26,1,11256,11656.7,10470.3,11171.4,9746199552,189397811200,0.5909,1186.4
"bitcoin","BTC","Bitcoin",2018-01-27,1,11174.9,11614.9,10989.2,11440.7,7583269888,188054274048,0.7216,625.7
"bitcoin","BTC","Bitcoin",2018-01-28,1,11475.3,12040.3,11475.3,11786.3,8350360064,193133117440,0.5504,565
"bitcoin","BTC","Bitcoin",2018-01-29,1,11755.5,11875.6,11179.2,11296.4,7107359744,197870944256,0.1683,696.4
"bitcoin","BTC","Bitcoin",2018-01-30,1,11306.8,11307.2,10036.2,10106.3,8637859840,190339072000,0.0552,1271
"bitcoin","BTC","Bitcoin",2018-01-31,1,10108.2,10381.6,9777.42,10221.1,8041160192,170183426048,0.7344,604.18
"bitcoin","BTC","Bitcoin",2018-02-01,1,10237.3,10288.8,8812.28,9170.54,9959400448,172372410368,0.2426,1476.52
"bitcoin","BTC","Bitcoin",2018-02-02,1,9142.28,9142.28,7796.49,8830.75,12726899712,153952600064,0.7685,1345.79
"bitcoin","BTC","Bitcoin",2018-02-03,1,8852.12,9430.75,8251.63,9174.91,7263790080,149085257728,0.783,1179.12
"bitcoin","BTC","Bitcoin",2018-02-04,1,9175.7,9334.87,8031.22,8277.01,7073549824,154553286656,0.1885,1303.65
"bitcoin","BTC","Bitcoin",2018-02-05,1,8270.54,8364.84,6756.68,6955.27,9285289984,139324735488,0.1235,1608.16
"bitcoin","BTC","Bitcoin",2018-02-06,1,7051.75,7850.7,6048.26,7754,13999800320,118809837568,0.9464,1802.44
"bitcoin","BTC","Bitcoin",2018-02-07,1,7755.49,8509.11,7236.79,7621.3,9169280000,130683248640,0.3022,1272.32
"bitcoin","BTC","Bitcoin",2018-02-08,1,7637.86,8558.77,7637.86,8265.59,9346750464,128714047488,0.6816,920.91
"bitcoin","BTC","Bitcoin",2018-02-09,1,8271.84,8736.98,7884.71,8736.98,6784820224,139411996672,1,852.27
"bitcoin","BTC","Bitcoin",2018-02-10,1,8720.08,9122.55,8295.47,8621.9,7780960256,146981191680,0.3947,827.08
"bitcoin","BTC","Bitcoin",2018-02-11,1,8616.13,8616.13,7931.1,8129.97,6122189824,145244585984,0.2903,685.03
"bitcoin","BTC","Bitcoin",2018-02-12,1,8141.43,8985.92,8141.43,8926.57,6256439808,137257820160,0.9297,844.49
"bitcoin","BTC","Bitcoin",2018-02-13,1,8926.72,8958.47,8455.41,8598.31,5696719872,150515712000,0.2841,503.06
"bitcoin","BTC","Bitcoin",2018-02-14,1,8599.92,9518.54,8599.92,9494.63,7909819904,145023090688,0.974,918.62
"bitcoin","BTC","Bitcoin",2018-02-15,1,9488.32,10234.8,9395.58,10166.4,9062540288,160025198592,0.9185,839.22
"bitcoin","BTC","Bitcoin",2018-02-16,1,10135.7,10324.1,9824.82,10233.9,7296159744,170960158720,0.8193,499.28
"bitcoin","BTC","Bitcoin",2018-02-17,1,10207.5,11139.5,10149.4,11112.7,8660880384,172191072256,0.9729,990.1
"bitcoin","BTC","Bitcoin",2018-02-18,1,11123.4,11349.8,10326,10551.8,8744009728,187662860288,0.2206,1023.8
"bitcoin","BTC","Bitcoin",2018-02-19,1,10552.6,11273.8,10513.2,11225.3,7652089856,178054987776,0.9362,760.6
"bitcoin","BTC","Bitcoin",2018-02-20,1,11231.8,11958.5,11231.8,11403.7,9926540288,189535830016,0.2365,726.7
"bitcoin","BTC","Bitcoin",2018-02-21,1,11372.2,11418.5,10479.1,10690.4,9405339648,191926796288,0.2249,939.4
"bitcoin","BTC","Bitcoin",2018-02-22,1,10660.4,11039.1,9939.09,10005,8040079872,179936477184,0.0599,1100.01
"bitcoin","BTC","Bitcoin",2018-02-23,1,9937.07,10487.3,9734.56,10301.1,7739500032,167745568768,0.7526,752.74
"bitcoin","BTC","Bitcoin",2018-02-24,1,10287.7,10597.2,9546.97,9813.07,6917929984,173682327552,0.2534,1050.23
"bitcoin","BTC","Bitcoin",2018-02-25,1,9796.42,9923.22,9407.06,9664.73,5706939904,165406720000,0.4992,516.16
"bitcoin","BTC","Bitcoin",2018-02-26,1,9669.43,10475,9501.73,10366.7,7287690240,163283419136,0.8887,973.27
"bitcoin","BTC","Bitcoin",2018-02-27,1,10393.9,10878.5,10246.1,10725.6,6966179840,175536128000,0.7582,632.4
"bitcoin","BTC","Bitcoin",2018-02-28,1,10687.2,11089.8,10393.1,10397.9,6936189952,180509966336,0.0069,696.7
"bitcoin","BTC","Bitcoin",2018-03-01,1,10385,11052.3,10352.7,10951,7317279744,175427076096,0.8552,699.6
"bitcoin","BTC","Bitcoin",2018-03-02,1,10977.4,11189,10850.1,11086.4,7620590080,185456082944,0.6973,338.9
"bitcoin","BTC","Bitcoin",2018-03-03,1,11101.9,11528.2,11002.4,11489.7,6690570240,187581399040,0.9268,525.8
"bitcoin","BTC","Bitcoin",2018-03-04,1,11497.4,11512.6,11136.1,11512.6,6084149760,194289254400,1,376.5
